name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1381 b,4260,5.69 Earths,15.478,2016
Kepler-1382 b,2381,4.19 Earths,12.757,2016
Kepler-1383 b,3135,2.57 Earths,13.708,2016
Kepler-1384 b,2016,4.42 Earths,15.446,2016
Kepler-138 d,219,0.64 Earths,12.472,2014
Kepler-1390 b,2479,1.76 Earths,14.402,2016
Kepler-1391 b,2352,3.46 Earths,13.828,2016
Kepler-1392 b,3644,4.5 Earths,15.666,2016
Kepler-1393 b,1507,0.437 Earths,13.332,2016
Kepler-1394 b,2675,2.51 Earths,11.714,2016
Kepler-1395 b,1654,0.437 Earths,12.536,2016
Kepler-1396 b,4032,4.94 Earths,14.527,2016
Kepler-1397 b,2512,3.61 Earths,14.091,2016
Kepler-1398 b,2587,0.666 Earths,13.66,2016
Kepler-1398 c,2587,1.08 Earths,13.66,2016
Kepler-1399 b,4097,2.1 Earths,15.507,2016
Kepler-139 b,1290,8.96 Earths,12.677,2014
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1398 c,2587,1.08 Earths,13.66,2016
Kepler-1399 b,4097,2.1 Earths,15.507,2016
Kepler-139 b,1290,8.96 Earths,12.677,2014
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1398 c,2587,1.08 Earths,13.66,2016
Kepler-1399 b,4097,2.1 Earths,15.507,2016
Kepler-139 b,1290,8.96 Earths,12.677,2014
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1398 c,2587,1.08 Earths,13.66,2016
Kepler-1399 b,4097,2.1 Earths,15.507,2016
Kepler-139 b,1290,8.96 Earths,12.677,2014
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1398 c,2587,1.08 Earths,13.66,2016
Kepler-1399 b,4097,2.1 Earths,15.507,2016
Kepler-139 b,1290,8.96 Earths,12.677,2014
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1398 c,2587,1.08 Earths,13.66,2016
Kepler-1399 b,4097,2.1 Earths,15.507,2016
Kepler-139 b,1290,8.96 Earths,12.677,2014
Kepler-139 c,1290,11.4 Earths,12.677,2014
Kepler-1400 b,2867,3.26 Earths,15.713,2016
Kepler-1401 b,4051,3.46 Earths,14.972,2016
Kepler-1402 b,2221,0.363 Earths,14.608,2016
Kepler-1403 b,5875,5.22 Earths,15.591,2016
Kepler-1404 b,3086,4.7 Earths,15.703,2016
Kepler-1405 b,5236,14.9 Earths,15.818,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1406 b,1915,1.37 Earths,13.382,2016
Kepler-1407 b,4159,5.69 Earths,14.892,2016
Kepler-1408 b,1390,0.64 Earths,11.962,2016
Kepler-1409 b,2355,1.12 Earths,15.172,2016
Kepler-140 b,1937,3.22 Earths,12.941,2014
Kepler-140 c,1937,3.89 Earths,12.941,2014
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1439 b,701,2.73 Earths,16.098,2016
Kepler-143 b,2703,6.39 Earths,13.706,2014
Kepler-143 c,2703,11.3 Earths,13.706,2014
Kepler-1440 b,2234,2.13 Earths,14.102,2016
Kepler-1441 b,2450,2.27 Earths,14.257,2016
Kepler-1442 b,1713,14.7 Earths,12.03,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1439 b,701,2.73 Earths,16.098,2016
Kepler-143 b,2703,6.39 Earths,13.706,2014
Kepler-143 c,2703,11.3 Earths,13.706,2014
Kepler-1440 b,2234,2.13 Earths,14.102,2016
Kepler-1441 b,2450,2.27 Earths,14.257,2016
Kepler-1442 b,1713,14.7 Earths,12.03,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1439 b,701,2.73 Earths,16.098,2016
Kepler-143 b,2703,6.39 Earths,13.706,2014
Kepler-143 c,2703,11.3 Earths,13.706,2014
Kepler-1440 b,2234,2.13 Earths,14.102,2016
Kepler-1441 b,2450,2.27 Earths,14.257,2016
Kepler-1442 b,1713,14.7 Earths,12.03,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1439 b,701,2.73 Earths,16.098,2016
Kepler-143 b,2703,6.39 Earths,13.706,2014
Kepler-143 c,2703,11.3 Earths,13.706,2014
Kepler-1440 b,2234,2.13 Earths,14.102,2016
Kepler-1441 b,2450,2.27 Earths,14.257,2016
Kepler-1442 b,1713,14.7 Earths,12.03,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1463 b,4374,4.12 Earths,15.724,2016
Kepler-1464 b,2257,3.39 Earths,14.13,2016
Kepler-1464 c,2257,0.972 Earths,14.13,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-1463 b,4374,4.12 Earths,15.724,2016
Kepler-1464 b,2257,3.39 Earths,14.13,2016
Kepler-1464 c,2257,0.972 Earths,14.13,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-1463 b,4374,4.12 Earths,15.724,2016
Kepler-1464 b,2257,3.39 Earths,14.13,2016
Kepler-1464 c,2257,0.972 Earths,14.13,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
Kepler-1468 b,3686,3.64 Earths,14.952,2016
Kepler-1468 c,3686,1.6 Earths,14.952,2016
Kepler-1469 b,4094,8.25 Earths,15.989,2016
Kepler-146 b,2387,13.3 Earths,13.803,2014
Kepler-150 b,2983,2.1 Earths,14.974,2014
Kepler-150 c,2983,13.2 Earths,14.974,2014
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-150 b,2983,2.1 Earths,14.974,2014
Kepler-150 c,2983,13.2 Earths,14.974,2014
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-150 b,2983,2.1 Earths,14.974,2014
Kepler-150 c,2983,13.2 Earths,14.974,2014
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-150 b,2983,2.1 Earths,14.974,2014
Kepler-150 c,2983,13.2 Earths,14.974,2014
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-150 b,2983,2.1 Earths,14.974,2014
Kepler-150 c,2983,13.2 Earths,14.974,2014
Kepler-150 d,2983,8.2 Earths,14.974,2014
Kepler-150 e,2983,9.91 Earths,14.974,2014
Kepler-150 f,2983,12.9 Earths,14.974,2017
Kepler-1510 b,5268,11.2 Earths,15.142,2016
Kepler-1511 b,2926,3.46 Earths,13.502,2016
Kepler-1512 b,528,1.76 Earths,13.263,2016
Kepler-1513 b,1253,0.17 Jupiters,12.956,2016
Kepler-1514 b,1236,Unknown,11.829,2016
Kepler-1514 c,1236,2.3 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-1517 b,2835,0.216 Jupiters,12.174,2016
Kepler-1518 b,3719,9.53 Earths,13.28,2016
Kepler-1519 b,2799,39.6 Earths,14.803,2016
Kepler-151 b,2160,9.59 Earths,14.719,2014
Kepler-151 c,2160,5.02 Earths,14.719,2014
Kepler-1520 b,2075,28.1 Earths,15.693,2016
Kepler-1521 b,740,6.8 Earths,12.848,2016
Kepler-1514 c,1236,2.3 Earths,11.829,2020
Kepler-1515 b,1644,0.208 Jupiters,11.998,2016
Kepler-1516 b,2844,3.71 Earths,14.447,2016
Kepler-1517 b,2835,0.216 Jupiters,12.174,2016
Kepler-1518 b,3719,9.53 Earths,13.28,2016
Kepler-1519 b,2799,39.6 Earths,14.803,2016
Kepler-151 b,2160,9.59 Earths,14.719,2014
Kepler-151 c,2160,5.02 Earths,14.719,2014
Kepler-1520 b,2075,28.1 Earths,15.693,2016
Kepler-1521 b,740,6.8 Earths,12.848,2016
Kepler-1530 b,1801,3.33 Earths,14.005,2016
Kepler-1530 c,1801,3.36 Earths,14.005,2016
Kepler-1531 b,2186,1.41 Earths,13.171,2016
Kepler-1532 b,2688,2.39 Earths,14.803,2016
Kepler-1533 b,2779,11.8 Earths,13.168,2016
Kepler-1534 b,3611,4.23 Earths,16.235,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1530 b,1801,3.33 Earths,14.005,2016
Kepler-1530 c,1801,3.36 Earths,14.005,2016
Kepler-1531 b,2186,1.41 Earths,13.171,2016
Kepler-1532 b,2688,2.39 Earths,14.803,2016
Kepler-1533 b,2779,11.8 Earths,13.168,2016
Kepler-1534 b,3611,4.23 Earths,16.235,2016
Kepler-1535 b,2867,7.04 Earths,14.18,2016
Kepler-1536 b,1308,10 Earths,15.141,2016
Kepler-1537 b,1641,1.76 Earths,14.546,2016
Kepler-1538 b,4211,8.35 Earths,15.228,2016
Kepler-1539 b,2570,7.75 Earths,15.309,2016
Kepler-153 b,1519,8.85 Earths,14.249,2014
Kepler-153 c,1519,6.94 Earths,14.249,2014
Kepler-1540 b,855,6.76 Earths,14.083,2016
Kepler-1541 b,1350,1.65 Earths,13.791,2016
Kepler-1542 b,1096,0.363 Earths,12.588,2016
Kepler-1542 c,1096,0.208 Earths,12.588,2016
Kepler-1542 d,1096,0.59 Earths,12.588,2016
Kepler-1542 e,1096,0.363 Earths,12.588,2016
Kepler-1543 b,3634,7.8 Earths,13.419,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-1544 b,1138,3.82 Earths,14.039,2016
Kepler-1545 b,2244,7.75 Earths,15.033,2016
Kepler-1546 b,3242,9.96 Earths,15.368,2016
Kepler-1547 b,2169,0.666 Earths,13.408,2016
Kepler-1548 b,3751,7.46 Earths,15.245,2016
Kepler-1549 b,2584,7.13 Earths,15.152,2016
Kepler-154 b,3066,5.73 Earths,14.512,2014
Kepler-154 c,3066,9.01 Earths,14.512,2014
Kepler-154 d,3066,14.1 Earths,14.512,2016
Kepler-154 e,3066,2.86 Earths,14.512,2016
Kepler-154 f,3066,2.86 Earths,14.512,2016
Kepler-1550 b,3921,9.38 Earths,14.884,2016
Kepler-1551 b,5089,7.56 Earths,15.098,2016
Kepler-1552 b,2016,6.66 Earths,14.931,2016
Kepler-1553 b,2345,1.6 Earths,14.991,2016
Kepler-1554 b,3203,8.75 Earths,15.715,2016
Kepler-1555 b,4508,3.22 Earths,15.326,2016
Kepler-1556 b,3458,4.5 Earths,15.298,2016
Kepler-1557 b,4997,2.96 Earths,15.299,2016
Kepler-1558 b,1119,0.244 Earths,13.6,2016
Kepler-1559 b,1892,0.299 Earths,14.488,2016
Kepler-155 b,966,5.02 Earths,14.24,2014
Kepler-155 c,966,5.65 Earths,14.24,2014
Kepler-1560 b,1726,0.64 Earths,13.385,2016
Kepler-1561 b,3239,1.32 Earths,14.648,2016
Kepler-1562 b,4290,12.3 Earths,15.273,2016
Kepler-1563 b,1784,0.347 Earths,13.568,2016
Kepler-1564 b,2844,2.76 Earths,14.953,2016
Kepler-1565 b,2143,1.81 Earths,15.432,2016
Kepler-1566 b,1667,0.418 Earths,14.312,2016
Kepler-1567 b,3999,7.9 Earths,15.632,2016
Kepler-1568 b,2880,2.24 Earths,13.945,2016
Kepler-1569 b,3425,3.46 Earths,13.932,2016
Kepler-156 b,1465,5.9 Earths,14.156,2014
Kepler-156 c,1465,7.04 Earths,14.156,2014
Kepler-1570 b,1510,1.24 Earths,13.97,2016
Kepler-1571 b,2616,2.92 Earths,13.77,2016
Kepler-1572 b,1957,0.779 Earths,13.718,2016
Kepler-1573 b,3849,1.87 Earths,15.169,2016
Kepler-1574 b,4159,2.21 Earths,15.094,2016
Kepler-1575 b,3817,2.27 Earths,15.418,2016
Kepler-1576 b,1758,1.12 Earths,13.335,2016
Kepler-1577 b,1771,1.51 Earths,15.057,2016
Kepler-1578 b,3314,1.12 Earths,15.328,2016
Kepler-1579 b,1520,0.52 Earths,15.248,2016
Kepler-157 b,2581,2.3 Earths,14.037,2014
Kepler-157 c,2581,5.65 Earths,14.037,2014
Kepler-157 d,2581,2.73 Earths,14.037,2016
Kepler-1580 b,2844,5.1 Earths,12.576,2016
Kepler-1581 b,1445,0.437 Earths,12.353,2016
Kepler-1582 b,365,2.83 Earths,16.414,2016
Kepler-1583 b,1165,0.156 Earths,12.841,2016
Kepler-1584 b,4322,3.22 Earths,14.884,2016
Kepler-1585 b,4139,3.86 Earths,15.977,2016
Kepler-1586 b,2818,2.92 Earths,13.056,2016
Kepler-1587 b,2959,2.33 Earths,14.032,2016
Kepler-1588 b,2146,0.363 Earths,13.821,2016
Kepler-1589 b,4626,1.32 Earths,14.965,2016
